VENDOR,DATE,SITEID,Transport Type,NOP,Count of >0.9,Util FEGE %,Max Ethernet Port Daily,BW,Priority,Suspect,TiketID,Update12feb,StatusUpdate08jan26,DateOpen,Aging,Status,Updatetanggal,closedby,Note,CapSiteSimpul,CapIntermediateLink,OtherPelurusanDataBW
HUAWEI,1/5/2026,LBP426,Telkomsel Radio IP,MEDAN,22,101.66%,203.315.456,200.0,P1,Capacity transport issue,LBP42620260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,LBP434,Metro-E,MEDAN,12,25.99%,259.872.872,1000.0,P2,need check quality transport,LBP43420260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,LBP445,Leased Radio IP,MEDAN,21,100.73%,201.468.888,200.0,P1,Capacity transport issue,LBP44520260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,LBP446,Metro-E,MEDAN,13,26.90%,268.979.352,1000.0,P2,need check quality transport,LBP44620260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,LBP450,Metro-E,MEDAN,13,34.73%,347.275.704,1000.0,P2,need check quality transport,LBP45020260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,LBP454,Metro-E,MEDAN,12,18.36%,1.835.708,1000.0,P2,need check quality transport,LBP45420260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,LBP456,Metro-E,MEDAN,15,36.21%,36.209.508,1000.0,P2,need check quality transport,LBP45620260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,LBP471,Leased Radio IP,MEDAN,22,106.27%,212.532.856,200.0,P1,Capacity transport issue,LBP47120260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,LBP479,Leased Radio IP,PEMATANG SIANTAR,19,201.62%,201.623.608,100.0,P1,Capacity transport issue,LBP47920260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,LBP488,Metro-E,MEDAN,12,37.72%,377.172.984,1000.0,P2,need check quality transport,LBP48820260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,LBP500,Leased Radio IP,MEDAN,18,100.51%,201.025.736,200.0,P1,Capacity transport issue,LBP50020260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,LBP513,Metro-E,MEDAN,15,43.91%,439.139.472,1000.0,P2,need check quality transport,LBP51320260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,LBP517,Metro-E,MEDAN,13,55.14%,551.404.344,1000.0,P2,need check quality transport,LBP51720260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,LBP518,Telkomsel Radio IP,MEDAN,12,91.06%,182.111.656,200.0,P2,Capacity transport issue,LBP51820260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,LBP520,Leased Radio IP,MEDAN,21,101.16%,202.324.368,200.0,P1,Capacity transport issue,LBP52020260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,LBP529,Metro-E,PEMATANG SIANTAR,17,29.17%,29.172.544,1000.0,P2,need check quality transport,LBP52920260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,LBP553,Metro-E,MEDAN,13,46.79%,467.855.136,1000.0,P2,need check quality transport,LBP55320260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,LBP565,Metro-E,MEDAN,13,23.72%,237.161.824,1000.0,P2,need check quality transport,LBP56520260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,LBP571,Leased Radio IP,MEDAN,14,69.01%,138.025.312,200.0,P2,monitoring,LBP57120260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,LBP577,Metro-E,MEDAN,13,30.63%,306.284.232,1000.0,P2,need check quality transport,LBP57720260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,LBP592,Metro-E,MEDAN,24,10.03%,100.299.432,1000.0,P1,need check quality transport,LBP59220260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,LBP604,Telkomsel Radio IP,MEDAN,13,51.87%,207.479.576,400.0,P2,need check quality transport,LBP60420260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,LBP606,Metro-E,MEDAN,12,27.81%,278.083.256,1000.0,P2,need check quality transport,LBP60620260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,LBP619,Telkomsel Radio IP,PEMATANG SIANTAR,15,97.75%,195.496.376,200.0,P2,Capacity transport issue,LBP61920260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,LBP622,Leased Radio IP,PEMATANG SIANTAR,13,99.67%,199.331.936,200.0,P2,Capacity transport issue,LBP62220260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,LBP624,Leased Radio IP,PEMATANG SIANTAR,16,100.21%,20.042.356,200.0,P2,Capacity transport issue,LBP62420260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,LBP625,Telkomsel Radio IP,MEDAN,12,99.94%,19.987.556,200.0,P2,Capacity transport issue,LBP62520260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,LBP631,Metro-E,MEDAN,13,31.82%,31.815.352,1000.0,P2,need check quality transport,LBP63120260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,LBP639,Leased Radio IP,PEMATANG SIANTAR,21,100.42%,200.845.392,200.0,P1,Capacity transport issue,LBP63920260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,LBP645,Metro-E,MEDAN,12,26.27%,262.743.088,1000.0,P2,need check quality transport,LBP64520260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,LBP646,Telkomsel Radio IP,MEDAN,16,98.70%,197.393.112,200.0,P2,Capacity transport issue,LBP64620260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,LBP660,Metro-E,PEMATANG SIANTAR,14,32.03%,320.290.344,1000.0,P2,need check quality transport,LBP66020260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,LBP674,Metro-E,MEDAN,12,40.73%,4.073.232,1000.0,P2,need check quality transport,LBP67420260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,LBP676,Metro-E,PEMATANG SIANTAR,14,22.08%,220.817.112,1000.0,P2,need check quality transport,LBP67620260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,LBP681,Leased Radio IP,MEDAN,16,92.24%,184.475.904,200.0,P2,Capacity transport issue,LBP68120260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,LBP686,Metro-E,PEMATANG SIANTAR,14,37.37%,373.714.792,1000.0,P2,need check quality transport,LBP68620260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,LBP694,Metro-E,MEDAN,17,20.54%,205.353.096,1000.0,P2,need check quality transport,LBP69420260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,LBP705,Metro-E,MEDAN,12,32.34%,323.446.168,1000.0,P2,need check quality transport,LBP70520260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,LBP707,Metro-E,MEDAN,16,15.65%,156.533.232,1000.0,P2,need check quality transport,LBP70720260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,LBP748,Metro-E,MEDAN,13,39.24%,392.399.752,1000.0,P2,need check quality transport,LBP74820260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,LBP760,Telkomsel Radio IP,MEDAN,15,88.73%,354.931,400.0,P2,Capacity transport issue,LBP76020260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,LBP767,Telkomsel Radio IP,PEMATANG SIANTAR,20,100.81%,2.016.244,200.0,P1,Capacity transport issue,LBP76720260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,LBP820,Telkomsel Radio IP,MEDAN,19,40.04%,320.330.736,800.0,P1,need check quality transport,LBP82020260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,LBP829,Metro-E,MEDAN,14,53.26%,532.623.408,1000.0,P2,need check quality transport,LBP82920260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,LBP830,Telkomsel Radio IP,PEMATANG SIANTAR,19,106.46%,212.913.264,200.0,P1,Capacity transport issue,LBP83020260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,LBP848,Metro-E,PEMATANG SIANTAR,14,42.69%,426.916.384,1000.0,P2,need check quality transport,LBP84820260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,LBP850,Telkomsel Radio IP,PEMATANG SIANTAR,13,91.53%,3.661.394,400.0,P2,Capacity transport issue,LBP85020260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,LBP860,Leased Radio IP,PEMATANG SIANTAR,12,102.32%,409.269.376,400.0,P2,Capacity transport issue,LBP86020260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,LBP867,Metro-E,PEMATANG SIANTAR,13,16.96%,16.958.168,1000.0,P2,need check quality transport,LBP86720260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,LBP869,Telkomsel Radio IP,MEDAN,21,99.84%,199.682.768,200.0,P1,Capacity transport issue,LBP86920260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,LBP884,Metro-E,BINJAI,12,46.12%,46.120.028,1000.0,P2,need check quality transport,LBP88420260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,LBP905,Metro-E,PEMATANG SIANTAR,24,10.03%,100.309.256,1000.0,P1,need check quality transport,LBP90520260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,LBP911,Metro-E,PEMATANG SIANTAR,12,41.15%,4.114.762,1000.0,P2,need check quality transport,LBP91120260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,LBP949,Metro-E,PEMATANG SIANTAR,13,46.43%,464.338.152,1000.0,P2,need check quality transport,LBP94920260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDN010,Metro-E,MEDAN,19,55.52%,555.232.552,1000.0,P1,need check quality transport,MDN01020260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDN013,Metro-E,MEDAN,12,45.97%,459.661.296,1000.0,P2,need check quality transport,MDN01320260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDN016,Metro-E,MEDAN,14,57.12%,571.154.536,1000.0,P2,need check quality transport,MDN01620260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDN017,Metro-E,MEDAN,12,49.77%,497.722.176,1000.0,P2,need check quality transport,MDN01720260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDN027,Metro-E,MEDAN,13,51.27%,512.743.296,1000.0,P2,need check quality transport,MDN02720260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDN028,Metro-E,MEDAN,13,34.89%,348.938.888,1000.0,P2,need check quality transport,MDN02820260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDN033,Metro-E,MEDAN,13,41.50%,415.008.504,1000.0,P2,need check quality transport,MDN03320260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDN039,Metro-E,MEDAN,14,43.91%,439.115.232,1000.0,P2,need check quality transport,MDN03920260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDN042,Metro-E,MEDAN,12,55.36%,553.637.344,1000.0,P2,need check quality transport,MDN04220260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDN043,Metro-E,MEDAN,17,40.28%,402.824.936,1000.0,P2,need check quality transport,MDN04320260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDN050,Metro-E,MEDAN,12,39.91%,399.095.464,1000.0,P2,need check quality transport,MDN05020260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDN055,Metro-E,MEDAN,13,46.45%,464.506.648,1000.0,P2,need check quality transport,MDN05520260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDN057,Metro-E,MEDAN,16,44.17%,441.651.192,1000.0,P2,need check quality transport,MDN05720260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDN062,Metro-E,MEDAN,13,60.90%,609.014.592,1000.0,P2,monitoring,MDN06220260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDN063,Metro-E,MEDAN,17,46.37%,4.636.514,1000.0,P2,need check quality transport,MDN06320260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDN071,Metro-E,MEDAN,12,38.04%,38.036.312,1000.0,P2,need check quality transport,MDN07120260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDN077,Metro-E,MEDAN,16,45.05%,45.046.748,1000.0,P2,need check quality transport,MDN07720260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDN084,Metro-E,MEDAN,16,45.62%,456.223.592,1000.0,P2,need check quality transport,MDN08420260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDN088,Metro-E,MEDAN,13,38.49%,384.863.568,1000.0,P2,need check quality transport,MDN08820260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDN096,BTS Hotel,MEDAN,13,299.96%,299.958.904,100.0,P2,Capacity transport issue,MDN09620260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDN098,Metro-E,MEDAN,15,35.96%,359.566.752,1000.0,P2,need check quality transport,MDN09820260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDN103,Metro-E,MEDAN,16,42.78%,427.804.128,1000.0,P2,need check quality transport,MDN10320260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDN105,Metro-E,MEDAN,14,47.59%,475.944.056,1000.0,P2,need check quality transport,MDN10520260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDN110,Metro-E,MEDAN,13,69.16%,69.164.536,1000.0,P2,monitoring,MDN11020260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDN115,Metro-E,MEDAN,14,38.65%,386.539,1000.0,P2,need check quality transport,MDN11520260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDN118,Metro-E,MEDAN,13,38.90%,389.035.368,1000.0,P2,need check quality transport,MDN11820260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDN131,Metro-E,MEDAN,12,39.30%,3.929.786,1000.0,P2,need check quality transport,MDN13120260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDN133,Metro-E,MEDAN,13,34.10%,340.961.264,1000.0,P2,need check quality transport,MDN13320260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDN151,Metro-E,MEDAN,12,51.85%,518.464.392,1000.0,P2,need check quality transport,MDN15120260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDN152,Metro-E,MEDAN,13,29.04%,290.418.064,1000.0,P2,need check quality transport,MDN15220260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDN157,Metro-E,MEDAN,12,47.28%,472.795.808,1000.0,P2,need check quality transport,MDN15720260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDN159,Metro-E,MEDAN,12,55.90%,558.980.736,1000.0,P2,need check quality transport,MDN15920260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDN162,Metro-E,MEDAN,15,35.76%,357.616.768,1000.0,P2,need check quality transport,MDN16220260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDN163,Metro-E,MEDAN,17,34.37%,343.733.736,1000.0,P2,need check quality transport,MDN16320260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDN167,Metro-E,MEDAN,13,49.35%,493.475.624,1000.0,P2,need check quality transport,MDN16720260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDN169,Metro-E,MEDAN,16,39.95%,399.471.944,1000.0,P2,need check quality transport,MDN16920260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDN183,Tsel-Telkom Radio IP,MEDAN,20,31.99%,19.195.992,600.0,P1,need check quality transport,MDN18320260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDN184,Metro-E,MEDAN,16,42.97%,429.735.808,1000.0,P2,need check quality transport,MDN18420260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDN187,Metro-E,MEDAN,13,34.21%,342.117.272,1000.0,P2,need check quality transport,MDN18720260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDN188,Metro-E,MEDAN,18,52.02%,520.170.296,1000.0,P1,need check quality transport,MDN18820260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDN190,Metro-E,MEDAN,14,55.36%,55.358.852,1000.0,P2,need check quality transport,MDN19020260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDN196,Metro-E,MEDAN,16,44.85%,448.506.032,1000.0,P2,need check quality transport,MDN19620260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDN197,Metro-E,MEDAN,17,50.01%,500.112.752,1000.0,P2,need check quality transport,MDN19720260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDN200,Metro-E,MEDAN,13,45.03%,450.325.168,1000.0,P2,need check quality transport,MDN20020260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDN201,Metro-E,MEDAN,13,41.15%,411.502.128,1000.0,P2,need check quality transport,MDN20120260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDN212,Metro-E,MEDAN,13,46.89%,468.851.248,1000.0,P2,need check quality transport,MDN21220260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDN220,Metro-E,MEDAN,15,30.03%,300.269.008,1000.0,P2,need check quality transport,MDN22020260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDN224,Metro-E,MEDAN,14,54.26%,542.604.808,1000.0,P2,need check quality transport,MDN22420260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDN231,Metro-E,MEDAN,15,51.62%,51.618.176,1000.0,P2,need check quality transport,MDN23120260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDN232,Metro-E,MEDAN,19,31.05%,310.480.216,1000.0,P1,need check quality transport,MDN23220260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDN236,Metro-E,MEDAN,14,49.65%,496.522.576,1000.0,P2,need check quality transport,MDN23620260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDN238,Metro-E,MEDAN,15,38.49%,384.857.208,1000.0,P2,need check quality transport,MDN23820260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDN245,Metro-E,MEDAN,13,49.25%,492.454.696,1000.0,P2,need check quality transport,MDN24520260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDN249,Metro-E,MEDAN,16,47.17%,471.670.408,1000.0,P2,need check quality transport,MDN24920260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDN254,Metro-E,MEDAN,14,36.62%,36.622.908,1000.0,P2,need check quality transport,MDN25420260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDN257,Metro-E,MEDAN,13,41.91%,419.059.144,1000.0,P2,need check quality transport,MDN25720260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDN261,Metro-E,MEDAN,14,53.58%,535.769.376,1000.0,P2,need check quality transport,MDN26120260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDN271,Metro-E,MEDAN,15,55.80%,557.953.976,1000.0,P2,need check quality transport,MDN27120260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDN272,Metro-E,MEDAN,13,45.95%,459.472.056,1000.0,P2,need check quality transport,MDN27220260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDN275,Metro-E,MEDAN,16,43.53%,43.525.308,1000.0,P2,need check quality transport,MDN27520260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDN279,Metro-E,MEDAN,13,40.62%,406.248.888,1000.0,P2,need check quality transport,MDN27920260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDN282,Metro-E,MEDAN,13,54.54%,545.379.688,1000.0,P2,need check quality transport,MDN28220260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDN283,Metro-E,MEDAN,14,41.19%,4.119.082,1000.0,P2,need check quality transport,MDN28320260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDN294,Metro-E,MEDAN,15,45.35%,453.527.608,1000.0,P2,need check quality transport,MDN29420260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDN330,Metro-E,MEDAN,16,38.99%,3.899.194,1000.0,P2,need check quality transport,MDN33020260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDN336,Metro-E,MEDAN,12,50.78%,507.775.408,1000.0,P2,need check quality transport,MDN33620260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDN344,Metro-E,MEDAN,14,41.47%,414.706.256,1000.0,P2,need check quality transport,MDN34420260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDN347,Metro-E,MEDAN,12,32.48%,324.816.216,1000.0,P2,need check quality transport,MDN34720260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDN367,Metro-E,MEDAN,15,39.35%,393.546.208,1000.0,P2,need check quality transport,MDN36720260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDN369,Metro-E,MEDAN,15,32.73%,32.734.724,1000.0,P2,need check quality transport,MDN36920260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDN423,Metro-E,MEDAN,15,56.38%,563.752.576,1000.0,P2,need check quality transport,MDN42320260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDN432,Metro-E,MEDAN,16,40.91%,40.907.964,1000.0,P2,need check quality transport,MDN43220260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDN480,Metro-E,MEDAN,12,33.13%,331.260.984,1000.0,P2,need check quality transport,MDN48020260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDN484,Leased Radio IP,MEDAN,13,109.64%,219.288.048,200.0,P2,Capacity transport issue,MDN48420260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDN499,Metro-E,MEDAN,13,37.54%,375.388.952,1000.0,P2,need check quality transport,MDN49920260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDN505,Metro-E,MEDAN,14,26.01%,2.600.846,1000.0,P2,need check quality transport,MDN50520260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDN528,Metro-E,MEDAN,19,36.32%,36.315.992,1000.0,P1,need check quality transport,MDN52820260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDN553,Metro-E,MEDAN,12,31.01%,310.088.696,1000.0,P2,need check quality transport,MDN55320260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDN560,Metro-E,MEDAN,12,79.31%,793.051.944,1000.0,P2,monitoring,MDN56020260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDN561,Metro-E,MEDAN,12,46.32%,46.317.344,1000.0,P2,need check quality transport,MDN56120260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDN566,Metro-E,MEDAN,19,48.40%,48.397.888,1000.0,P1,need check quality transport,MDN56620260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDN570,Metro-E,MEDAN,12,34.92%,349.229.432,1000.0,P2,need check quality transport,MDN57020260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDN577,Metro-E,MEDAN,13,31.64%,316.392.072,1000.0,P2,need check quality transport,MDN57720260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDN578,Metro-E,MEDAN,18,26.43%,264.298.624,1000.0,P1,need check quality transport,MDN57820260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDN579,Metro-E,MEDAN,12,39.94%,39.944.188,1000.0,P2,need check quality transport,MDN57920260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDN598,Metro-E,MEDAN,20,101.77%,203.546.008,200.0,P1,Capacity transport issue,MDN59820260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDN599,Metro-E,MEDAN,13,33.04%,330.372.272,1000.0,P2,need check quality transport,MDN59920260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDN609,Metro-E,MEDAN,18,38.27%,382.654.224,1000.0,P1,need check quality transport,MDN60920260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDN617,Metro-E,MEDAN,13,31.39%,31.394.164,1000.0,P2,need check quality transport,MDN61720260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
