VENDOR,DATE,SITEID,Transport Type,NOP,Count of >0.9,Util FEGE %,Max Ethernet Port Daily,BW,Priority,Suspect,TiketID,Update12feb,StatusUpdate08jan26,DateOpen,Aging,Status,Updatetanggal,closedby,Note,CapSiteSimpul,CapIntermediateLink,OtherPelurusanDataBW
HUAWEI,1/5/2026,MDN623,Metro-E,MEDAN,13,33.68%,336.849.416,1000.0,P2,need check quality transport,MDN62320260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDN630,Metro-E,MEDAN,16,32.19%,321.922.216,1000.0,P2,need check quality transport,MDN63020260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDN634,Metro-E,MEDAN,16,32.96%,329.552.296,1000.0,P2,need check quality transport,MDN63420260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDN639,Telkomsel Radio IP,MEDAN,18,99.30%,198.599.752,200.0,P1,Capacity transport issue,MDN63920260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDN654,Metro-E,MEDAN,12,41.10%,411.009.664,1000.0,P2,need check quality transport,MDN65420260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDN670,Metro-E,MEDAN,14,35.31%,353.094.136,1000.0,P2,need check quality transport,MDN67020260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDN672,Metro-E,MEDAN,18,29.63%,296.316.208,1000.0,P1,need check quality transport,MDN67220260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDN679,Metro-E,MEDAN,13,25.68%,256.837.784,1000.0,P2,need check quality transport,MDN67920260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDN684,Metro-E,MEDAN,13,25.64%,256.407.112,1000.0,P2,need check quality transport,MDN68420260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDN687,Metro-E,MEDAN,16,31.58%,315.840.928,1000.0,P2,need check quality transport,MDN68720260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDN708,Metro-E,MEDAN,17,40.10%,400.982.824,1000.0,P2,need check quality transport,MDN70820260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDN730,BTS Hotel,MEDAN,14,260.30%,260.297.424,100.0,P2,Capacity transport issue,MDN73020260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDN740,Metro-E,MEDAN,12,23.35%,233.518.376,1000.0,P2,need check quality transport,MDN74020260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDN744,Metro-E,MEDAN,12,39.11%,39.113.864,1000.0,P2,need check quality transport,MDN74420260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDN746,Metro-E,MEDAN,12,40.45%,404.515.096,1000.0,P2,need check quality transport,MDN74620260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDN755,Metro-E,MEDAN,12,35.77%,357.744.592,1000.0,P2,need check quality transport,MDN75520260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDN756,Metro-E,MEDAN,12,43.44%,434.389.424,1000.0,P2,need check quality transport,MDN75620260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDN768,Telkomsel Radio IP,MEDAN,18,51.29%,153.875.456,300.0,P1,need check quality transport,MDN76820260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDN811,Metro-E,MEDAN,14,48.50%,48.504.192,1000.0,P2,need check quality transport,MDN81120260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDN826,Metro-E,MEDAN,17,39.83%,398.293.576,1000.0,P2,need check quality transport,MDN82620260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDN838,Metro-E,MEDAN,12,54.82%,54.815.592,1000.0,P2,need check quality transport,MDN83820260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDN839,Metro-E,MEDAN,16,44.16%,441.599.144,1000.0,P2,need check quality transport,MDN83920260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDN841,Metro-E,MEDAN,12,47.90%,478.987.016,1000.0,P2,need check quality transport,MDN84120260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDN857,Metro-E,MEDAN,12,38.81%,38.808.896,1000.0,P2,need check quality transport,MDN85720260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDN882,Metro-E,MEDAN,12,36.52%,365.227.904,1000.0,P2,need check quality transport,MDN88220260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDN894,Metro-E,MEDAN,12,34.91%,349.120.768,1000.0,P2,need check quality transport,MDN89420260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDN925,Metro-E,MEDAN,14,28.89%,28.885.872,1000.0,P2,need check quality transport,MDN92520260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDN929,Metro-E,MEDAN,17,35.17%,35.173.348,1000.0,P2,need check quality transport,MDN92920260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDN944,Telkomsel Radio IP,MEDAN,18,47.98%,191.913.472,400.0,P1,need check quality transport,MDN94420260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDN953,Metro-E,MEDAN,12,47.52%,47.523.796,1000.0,P2,need check quality transport,MDN95320260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDN963,Metro-E,MEDAN,14,42.56%,425.565.712,1000.0,P2,need check quality transport,MDN96320260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDN965,Leased Radio IP,MEDAN,20,100.78%,201.554.352,200.0,P1,Capacity transport issue,MDN96520260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDN973,Metro-E,MEDAN,15,31.00%,309.965.184,1000.0,P2,need check quality transport,MDN97320260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDN982,Metro-E,MEDAN,16,39.99%,399.881.024,1000.0,P2,need check quality transport,MDN98220260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDN983,Metro-E,MEDAN,17,40.22%,402.151.536,1000.0,P2,need check quality transport,MDN98320260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDN984,Metro-E,MEDAN,12,47.20%,472.033.608,1000.0,P2,need check quality transport,MDN98420260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDN994,Metro-E,MEDAN,12,35.76%,357.593.728,1000.0,P2,need check quality transport,MDN99420260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDN998,Metro-E,MEDAN,12,34.36%,343.595.744,1000.0,P2,need check quality transport,MDN99820260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDX016,BTS Hotel,MEDAN,13,254.08%,254.076.328,100.0,P2,Capacity transport issue,MDX01620260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDX019,Metro-E,MEDAN,12,28.48%,28.481.624,1000.0,P2,need check quality transport,MDX01920260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDX020,Metro-E,MEDAN,12,44.09%,440.911.168,1000.0,P2,need check quality transport,MDX02020260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDX021,Metro-E,MEDAN,17,53.58%,535.761.328,1000.0,P2,need check quality transport,MDX02120260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDX024,Metro-E,MEDAN,12,58.35%,58.349.524,1000.0,P2,need check quality transport,MDX02420260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDX026,Metro-E,MEDAN,15,38.50%,385.012.456,1000.0,P2,need check quality transport,MDX02620260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDX028,BTS Hotel,MEDAN,19,417.47%,417.471.416,100.0,P1,Capacity transport issue,MDX02820260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDX031,Metro-E,MEDAN,14,43.61%,436.080.536,1000.0,P2,need check quality transport,MDX03120260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDX041,Telkomsel Radio IP,MEDAN,22,100.64%,201.287.952,200.0,P1,Capacity transport issue,MDX04120260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDX048,BTS Hotel,MEDAN,12,287.20%,28.719.888,100.0,P2,Capacity transport issue,MDX04820260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDX050,Metro-E,MEDAN,15,16.16%,161.568.704,1000.0,P2,need check quality transport,MDX05020260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDX051,Metro-E,MEDAN,12,34.07%,340.747.368,1000.0,P2,need check quality transport,MDX05120260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDX054,Telkomsel Radio IP,MEDAN,12,97.84%,391.370.192,400.0,P2,Capacity transport issue,MDX05420260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDX056,Leased Radio IP,MEDAN,21,98.84%,197.682.056,200.0,P1,Capacity transport issue,MDX05620260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDX064,Metro-E,MEDAN,13,40.71%,4.071.006,1000.0,P2,need check quality transport,MDX06420260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDX068,Telkomsel Radio IP,MEDAN,24,62.89%,251.554.872,400.0,P1,monitoring,MDX06820260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDX071,Telkomsel Radio IP,MEDAN,16,64.53%,258.111.552,400.0,P2,monitoring,MDX07120260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDX093,Metro-E,MEDAN,15,31.62%,316.237.528,1000.0,P2,need check quality transport,MDX09320260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDX094,Metro-E,MEDAN,13,40.30%,402.964.808,1000.0,P2,need check quality transport,MDX09420260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDX099,Metro-E,MEDAN,15,26.94%,269.424.896,1000.0,P2,need check quality transport,MDX09920260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDX106,Metro-E,MEDAN,13,37.60%,37.596.988,1000.0,P2,need check quality transport,MDX10620260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDX114,Telkomsel Radio IP,MEDAN,14,70.10%,280.408.768,400.0,P2,monitoring,MDX11420260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDX118,Metro-E,MEDAN,15,36.85%,36.846.284,1000.0,P2,need check quality transport,MDX11820260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDX119,Metro-E,MEDAN,14,34.58%,345.806.096,1000.0,P2,need check quality transport,MDX11920260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDX127,Metro-E,MEDAN,14,35.98%,359.816.296,1000.0,P2,need check quality transport,MDX12720260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDX128,Metro-E,MEDAN,19,21.02%,21.019.764,1000.0,P1,need check quality transport,MDX12820260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDX134,Metro-E,MEDAN,14,34.27%,342.665.696,1000.0,P2,need check quality transport,MDX13420260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDX145,Telkomsel Radio IP,MEDAN,12,89.35%,178.697.736,200.0,P2,Capacity transport issue,MDX14520260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDX154,Metro-E,MEDAN,13,31.90%,319.029.936,1000.0,P2,need check quality transport,MDX15420260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDX160,Metro-E,MEDAN,16,36.41%,36.408.272,1000.0,P2,need check quality transport,MDX16020260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDX162,Metro-E,MEDAN,12,31.89%,318.855.032,1000.0,P2,need check quality transport,MDX16220260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDX166,Metro-E,MEDAN,12,27.70%,277.022.512,1000.0,P2,need check quality transport,MDX16620260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDX170,Leased Radio IP,MEDAN,19,99.75%,199.502.264,200.0,P1,Capacity transport issue,MDX17020260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDX181,Metro-E,MEDAN,13,48.89%,488.889.464,1000.0,P2,need check quality transport,MDX18120260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDX211,Metro-E,MEDAN,13,47.22%,47.217.696,1000.0,P2,need check quality transport,MDX21120260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDX219,BTS Hotel,MEDAN,22,124.30%,124.301.776,100.0,P1,Capacity transport issue,MDX21920260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDX221,BTS Hotel,MEDAN,24,125.54%,125.541.312,100.0,P1,Capacity transport issue,MDX22120260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDX223,Leased Radio IP,MEDAN,17,100.49%,200.977.536,200.0,P2,Capacity transport issue,MDX22320260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDX224,Telkomsel Radio IP,MEDAN,20,100.02%,200.031.264,200.0,P1,Capacity transport issue,MDX22420260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDX226,BTS Hotel,MEDAN,23,125.72%,125.720.184,100.0,P1,Capacity transport issue,MDX22620260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDX237,Metro-E,MEDAN,12,27.41%,274.052.328,1000.0,P2,need check quality transport,MDX23720260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDX249,Metro-E,MEDAN,13,46.78%,467.832.472,1000.0,P2,need check quality transport,MDX24920260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDX272,Metro-E,MEDAN,24,10.05%,100.520.224,1000.0,P1,need check quality transport,MDX27220260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDX274,Leased Radio IP,MEDAN,24,102.40%,204.790.656,200.0,P1,Capacity transport issue,MDX27420260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDX275,Metro-E,MEDAN,13,36.89%,368.881.008,1000.0,P2,need check quality transport,MDX27520260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDX278,Leased Radio IP,MEDAN,20,100.29%,200.576.504,200.0,P1,Capacity transport issue,MDX27820260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDX293,Metro-E,MEDAN,16,28.07%,280.714.056,1000.0,P2,need check quality transport,MDX29320260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDX295,Metro-E,MEDAN,15,30.35%,303.519.256,1000.0,P2,need check quality transport,MDX29520260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDX303,Metro-E,MEDAN,13,22.97%,229.659.824,1000.0,P2,need check quality transport,MDX30320260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDX311,Metro-E,MEDAN,14,39.10%,390.999.344,1000.0,P2,need check quality transport,MDX31120260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDX316,Telkomsel Radio IP,MEDAN,20,100.48%,20.095.968,200.0,P1,Capacity transport issue,MDX31620260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDX323,Metro-E,MEDAN,12,28.72%,287.212.168,1000.0,P2,need check quality transport,MDX32320260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDX331,Metro-E,MEDAN,13,46.82%,468.235.552,1000.0,P2,need check quality transport,MDX33120260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDX500,BTS Hotel,MEDAN,12,227.52%,227.518.096,100.0,P2,Capacity transport issue,MDX50020260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDX508,BTS Hotel,MEDAN,12,204.61%,204.607.168,100.0,P2,Capacity transport issue,MDX50820260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDX592,Metro-E,MEDAN,13,25.81%,258.122.304,1000.0,P2,need check quality transport,MDX59220260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDX601,Telkomsel Radio IP,MEDAN,13,70.87%,2.834.888,400.0,P2,monitoring,MDX60120260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDX605,Metro-E,MEDAN,13,29.23%,292.272.544,1000.0,P2,need check quality transport,MDX60520260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDX608,Metro-E,MEDAN,13,44.70%,446.995.904,1000.0,P2,need check quality transport,MDX60820260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDX609,Metro-E,MEDAN,12,36.95%,369.514.416,1000.0,P2,need check quality transport,MDX60920260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,MDX612,Leased Radio IP,MEDAN,16,92.81%,371.224.072,400.0,P2,Capacity transport issue,MDX61220260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,PMR383,Leased Radio IP,PEMATANG SIANTAR,14,201.43%,201.427.352,100.0,P2,Capacity transport issue,PMR38320260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,STB001,Metro-E,BINJAI,16,30.93%,309.295.848,1000.0,P2,need check quality transport,STB00120260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,STB004,Metro-E,BINJAI,12,37.02%,370.248.632,1000.0,P2,need check quality transport,STB00420260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,STB007,Metro-E,BINJAI,13,41.93%,419.309.512,1000.0,P2,need check quality transport,STB00720260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,STB009,Metro-E,BINJAI,13,35.84%,35.838.356,1000.0,P2,need check quality transport,STB00920260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,STB022,Metro-E,BINJAI,13,44.65%,446.472.024,1000.0,P2,need check quality transport,STB02220260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,STB023,Metro-E,BINJAI,12,47.08%,470.829.592,1000.0,P2,need check quality transport,STB02320260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,STB032,Metro-E,BINJAI,13,30.69%,306.949.936,1000.0,P2,need check quality transport,STB03220260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,STB035,Metro-E,BINJAI,13,24.25%,242.493.808,1000.0,P2,need check quality transport,STB03520260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,STB040,Telkomsel Radio IP,BINJAI,16,72.16%,288.626.168,400.0,P2,monitoring,STB04020260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,STB043,Leased Radio IP,BINJAI,16,68.67%,274.666.968,400.0,P2,monitoring,STB04320260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,STB047,Metro-E,BINJAI,12,34.87%,348.735.432,1000.0,P2,need check quality transport,STB04720260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,STB048,Metro-E,BINJAI,12,31.39%,313.915.152,1000.0,P2,need check quality transport,STB04820260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,STB062,Metro-E,BINJAI,12,22.11%,221.127.944,1000.0,P2,need check quality transport,STB06220260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,STB065,Tsel-Telkom Radio IP,BINJAI,13,40.91%,409.063.784,1000.0,P2,need check quality transport,STB06520260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,STB080,Leased Radio IP,BINJAI,13,26.02%,260.195.848,1000.0,P2,need check quality transport,STB08020260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,STB086,Leased Radio IP,BINJAI,13,49.58%,396.659.824,800.0,P2,need check quality transport,STB08620260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,STB088,Metro-E,BINJAI,13,21.19%,21.190.864,1000.0,P2,need check quality transport,STB08820260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,STB089,Metro-E,BINJAI,14,22.84%,228.353.176,1000.0,P2,need check quality transport,STB08920260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,STB092,Leased Radio IP,BINJAI,12,41.69%,25.015.032,600.0,P2,need check quality transport,STB09220260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,STB097,Tsel-Telkom Radio IP,BINJAI,16,57.67%,346.049.608,600.0,P2,need check quality transport,STB09720260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,STB101,Telkomsel Radio IP,BINJAI,13,45.07%,270.395.688,600.0,P2,need check quality transport,STB10120260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,STB112,Metro-E,BINJAI,14,28.23%,28.231.772,1000.0,P2,need check quality transport,STB11220260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,STB116,Telkomsel Radio IP,BINJAI,12,93.20%,186.408.992,200.0,P2,Capacity transport issue,STB11620260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,STB123,Telkomsel Radio IP,BINJAI,17,99.96%,199.918.736,200.0,P2,Capacity transport issue,STB12320260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,STB128,Telkomsel Radio IP,BINJAI,22,99.07%,198.133.952,200.0,P1,Capacity transport issue,STB12820260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,STB130,Telkomsel Radio IP,BINJAI,15,68.20%,272.816.176,400.0,P2,monitoring,STB13020260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,STB146,Metro-E,BINJAI,13,25.04%,25.036.892,1000.0,P2,need check quality transport,STB14620260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,STB148,Telkomsel Radio IP,BINJAI,17,92.62%,185.240.344,200.0,P2,Capacity transport issue,STB14820260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,STB150,Leased Radio IP,BINJAI,12,69.71%,278.859.592,400.0,P2,monitoring,STB15020260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,STB153,Leased Radio IP,BINJAI,17,20.94%,209.367.072,1000.0,P2,need check quality transport,STB15320260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,STB163,Metro-E,BINJAI,16,20.12%,201.199.792,1000.0,P2,need check quality transport,STB16320260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,STB200,Telkomsel Radio IP,BINJAI,17,97.94%,19.588.804,200.0,P2,Capacity transport issue,STB20020260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,STB206,Metro-E,BINJAI,23,10.07%,100.695.536,1000.0,P1,need check quality transport,STB20620260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,STB207,Telkomsel Radio IP,BINJAI,21,101.24%,202.489.688,200.0,P1,Capacity transport issue,STB20720260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,STB220,Leased Radio IP,BINJAI,12,81.75%,327.019.552,400.0,P2,Capacity transport issue,STB22020260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,STB223,Leased Radio IP,BINJAI,18,100.75%,201.499.552,200.0,P1,Capacity transport issue,STB22320260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,STB234,Metro-E,BINJAI,12,26.21%,262.110.752,1000.0,P2,need check quality transport,STB23420260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,STB235,Metro-E,BINJAI,13,19.74%,19.741.452,1000.0,P2,need check quality transport,STB23520260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,STB237,Metro-E,BINJAI,12,45.74%,457.444.608,1000.0,P2,need check quality transport,STB23720260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,STB246,Metro-E,BINJAI,12,32.15%,321.465.312,1000.0,P2,need check quality transport,STB24620260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,STB248,Metro-E,BINJAI,14,27.95%,279.496.816,1000.0,P2,need check quality transport,STB24820260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,STB249,Metro-E,BINJAI,13,20.25%,202.530.784,1000.0,P2,need check quality transport,STB24920260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,STB251,Metro-E,BINJAI,13,37.50%,374.997.416,1000.0,P2,need check quality transport,STB25120260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
HUAWEI,1/5/2026,STB253,Leased Radio IP,BINJAI,12,55.04%,220.179.488,400.0,P2,need check quality transport,STB25320260105,20260107,NeedClose,20260105,3,Open,20260107,,,,,
