VENDOR,DATE,SITEID,Transport Type,NOP,Count of >0.9,Util FEGE %,Max Ethernet Port Daily,BW,Priority,Suspect,Prio,Aging,TrafMax,NeedClose,Status,TiketID
HUAWEI,1/6/2026,TBT877,Metro-E,PEMATANG SIANTAR,12,28.91%,289.142.496,1000.0,P1,need check quality transport,P1,12,289.142.496,need check quality transport,Open,TBT87720260106
